employer,jan,feb,mar,apr,may,total,months_active,avg_per_month,size_category
B.K.E. Care Limited,3,1,1,1,0,6,4,1.5,6-20 permits
B.M.C. (Nursing Home) Limited,0,3,1,1,0,5,3,1.7,2-5 permits
B.M.D & Co Ltd,1,3,1,3,3,11,5,2.2,6-20 permits
Babylon Coffee Ltd,0,1,0,0,0,1,1,1.0,1 permit
Back to Front Hospitality LTD,0,0,0,0,1,1,1,1.0,1 permit
Back to Square One Limited,0,1,0,0,0,1,1,1.0,1 permit
Backdrop House Studio Limited,1,0,0,0,0,1,1,1.0,1 permit
Backloading Transport Services Ltd,0,0,1,0,1,2,2,1.0,2-5 permits
Baily Point Physiotherapy Ltd,0,0,0,0,1,1,1,1.0,1 permit
Balbay Limited,1,0,0,0,0,1,1,1.0,1 permit
Balbriggan Cricket Club Company Limited by Guarantee,1,0,0,0,0,1,1,1.0,1 permit
Baldoyle Taverns Limited,0,0,0,1,0,1,1,1.0,1 permit
Ballardin Farms Limited,0,0,1,0,0,1,1,1.0,1 permit
Ballb Logistics Limited,0,0,0,0,1,1,1,1.0,1 permit
Ballinagrass Farm Ltd,0,0,0,1,0,1,1,1.0,1 permit
Ballinahina Farm Limited,1,0,0,0,0,1,1,1.0,1 permit
Ballinamoney Farms Unlimited Company,0,0,0,2,0,2,1,2.0,2-5 permits
Ballincaorigh Ltd,2,0,0,0,0,2,1,2.0,2-5 permits
Ballinderry Nursing Home Limited,1,0,0,0,0,1,1,1.0,1 permit
Ballindrum Dairy Farm Ltd,1,0,0,0,0,1,1,1.0,1 permit
Ballinla Farm Ltd,1,0,0,0,0,1,1,1.0,1 permit
Ballinlough Refrigeration Ltd,2,1,0,4,2,9,4,2.2,6-20 permits
Ballon Meats UC,2,0,0,0,0,2,1,2.0,2-5 permits
Ballsbridge Coffee 4D Limited,0,1,0,1,1,3,3,1.0,2-5 permits
Ballybrack Dairies Limited,0,0,1,0,0,1,1,1.0,1 permit
Ballyconneely Traders Ltd,0,0,0,0,1,1,1,1.0,1 permit
Ballyduffmore Farms Limited,0,0,0,0,1,1,1,1.0,1 permit
Ballyfermot Pharmacy Ltd,0,0,0,0,1,1,1,1.0,1 permit
Ballyfermot Pizza and Pasta Company Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Ballyfin Demesne Limited,0,1,0,0,0,1,1,1.0,1 permit
Ballyglass Farm Limited,0,1,0,0,0,1,1,1.0,1 permit
Ballygorman Construction Limited,0,0,0,1,1,2,2,1.0,2-5 permits
Ballyhampshire Stud LTD,0,0,0,0,1,1,1,1.0,1 permit
Ballyhandle Farm Limited,1,0,0,0,0,1,1,1.0,1 permit
Ballyhugh International Transport Limited,1,1,0,1,0,3,3,1.0,2-5 permits
Ballyhurst Dairy Farm Ltd,0,0,1,0,0,1,1,1.0,1 permit
Ballymacahara Ltd,0,0,0,0,1,1,1,1.0,1 permit
Ballymakeigh Farm Ltd,0,0,2,0,0,2,1,2.0,2-5 permits
Ballymascanlon Hospitality Ltd,1,0,0,0,0,1,1,1.0,1 permit
Ballymore Farms Ltd,0,0,1,0,0,1,1,1.0,1 permit
Ballynavin Farm Co Ltd,0,1,0,0,0,1,1,1.0,1 permit
Ballyneety Pharmacy Limited,0,0,1,0,0,1,1,1.0,1 permit
Ballyroan Farm Limited,0,0,1,0,0,1,1,1.0,1 permit
Ballyrusheen Holdings Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Ballysimon Crash Repairs Limited,0,1,0,0,0,1,1,1.0,1 permit
Ballywalter Farms Limited,0,1,0,0,0,1,1,1.0,1 permit
Baloot Ltd,0,0,0,0,1,1,1,1.0,1 permit
Baltimore Hoteliers Ltd.,0,0,1,0,0,1,1,1.0,1 permit
BAM Building Limited,1,0,0,0,0,1,1,1.0,1 permit
BAMBINO Stephen Limited,0,1,0,0,0,1,1,1.0,1 permit
Banagher Precast Concrete Ltd,0,3,1,0,0,4,2,2.0,2-5 permits
Bandon Motors (Bandon) Ltd,0,1,0,0,0,1,1,1.0,1 permit
Bank of America Europe Designated Activity Company,4,2,3,2,2,13,5,2.6,6-20 permits
Bank of China (Europe) S.A.,0,0,1,0,0,1,1,1.0,1 permit
Bank of Ireland Group PLC,0,1,3,1,0,5,3,1.7,2-5 permits
Banner Healthcare Limited,2,2,0,0,0,4,2,2.0,2-5 permits
Banta Restaurants Limited,1,0,2,0,1,4,3,1.3,2-5 permits
Baozi Limited,0,0,1,0,3,4,2,2.0,2-5 permits
Barmat Limited,0,0,0,1,0,1,1,1.0,1 permit
Barnacyle Nursing Home Limited,0,0,0,2,0,2,1,2.0,2-5 permits
Barnadown Show Jumping Limited,0,0,0,0,1,1,1,1.0,1 permit
Barnane Stud Limited,0,0,0,0,3,3,1,3.0,2-5 permits
Barne Accessories Limited,0,0,1,0,0,1,1,1.0,1 permit
Barne Lodge Limited,0,0,0,0,1,1,1,1.0,1 permit
Baroda & Rosetown Farm Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Baron Craft Company Limited,0,0,0,1,0,1,1,1.0,1 permit
Bar-One Racing Ltd,1,0,0,0,0,1,1,1.0,1 permit
Barretstown,0,0,0,4,0,4,1,4.0,2-5 permits
Barrow Hire Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Barry Field Crash Repairs,0,0,1,0,0,1,1,1.0,1 permit
Barry Keohane Haulage Limited,0,0,0,0,1,1,1,1.0,1 permit
Barry M Whelan Recruitment Limited,0,1,0,0,0,1,1,1.0,1 permit
Barry Quinn Transport Ltd,1,0,0,0,0,1,1,1.0,1 permit
Barry Walsh Construction Ltd,1,0,0,0,0,1,1,1.0,1 permit
Barry's Coaches Limited,2,21,7,0,0,30,3,10.0,21-100 permits
Bartra OpCo (Beaumont NH) Limited,8,10,2,3,12,35,5,7.0,21-100 permits
Bartra OpCo (Clondalkin NH Pres) Limited,3,2,5,7,5,22,5,4.4,21-100 permits
Bartra Opco (Limerick)Limited,0,0,1,0,8,9,2,4.5,6-20 permits
Bartra Opco (Northwood NH) Limited,5,6,5,3,6,25,5,5.0,21-100 permits
Bartra OPCO No.1 Limited,0,4,5,7,1,17,4,4.2,6-20 permits
BASF Ireland Designated Activity Company,0,0,0,0,1,1,1,1.0,1 permit
Baswal Limited,0,0,0,1,0,1,1,1.0,1 permit
Baunemon Farm Limited,0,1,0,0,0,1,1,1.0,1 permit
Bawnogue Farm Ltd,1,0,0,0,0,1,1,1.0,1 permit
Baylam Home Health Care Limited,1,0,0,1,1,3,3,1.0,2-5 permits
BBIF Limited,1,0,0,0,0,1,1,1.0,1 permit
BBowes Limited,1,0,0,0,0,1,1,1.0,1 permit
BBPM Life Designated Activity Company,1,0,0,0,0,1,1,1.0,1 permit
BCD Travel Ireland Limited,0,0,0,1,0,1,1,1.0,1 permit
BCE Consulting Engineers Limited,0,1,0,0,0,1,1,1.0,1 permit
BCMGlobal ASI,1,0,0,1,0,2,2,1.0,2-5 permits
BDO,2,1,3,1,1,8,5,1.6,6-20 permits
BDO Limerick,0,0,0,0,1,1,1,1.0,1 permit
BDO Support Services Unlimited Company,0,0,0,0,2,2,1,2.0,2-5 permits
BDQE Services (Ireland) Limited,0,0,0,1,0,1,1,1.0,1 permit
Be Independent Home Care Limited,5,4,4,0,0,13,3,4.3,6-20 permits
Beacon Hospital Sandyford Limited,6,4,1,0,4,15,4,3.8,6-20 permits
Bean Town Cafe Limited,0,1,0,0,0,1,1,1.0,1 permit
Beanhive Ltd,0,0,1,0,0,1,1,1.0,1 permit
BearingPoint Ireland Limited,1,1,0,1,1,4,4,1.0,2-5 permits
Beau SEBM,1,0,0,0,0,1,1,1.0,1 permit
Beaumont Convalescent Home,0,1,1,0,1,3,3,1.0,2-5 permits
Beaumont Hospital Board,4,2,1,0,3,10,4,2.5,6-20 permits
Beaumont Private Ambulance Limited,0,3,0,0,0,3,1,3.0,2-5 permits
Beaumont Private Clinic,0,0,0,1,0,1,1,1.0,1 permit
Beaumont Residential Care Limited,0,2,2,1,2,7,4,1.8,6-20 permits
Beautech Labs Ltd,1,0,0,0,0,1,1,1.0,1 permit
Beautiful Minds Creche and Montessori Limited,0,0,0,1,0,1,1,1.0,1 permit
Bechtle Direct Limited,0,1,0,0,0,1,1,1.0,1 permit
Becton Dickinson Research Centre Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
Bedroom Elegance (Sales) Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Beech Lodge Care Facility Limited,0,0,3,0,6,9,2,4.5,6-20 permits
Beech Tree Healthcare limited,0,1,1,0,0,2,2,1.0,2-5 permits
Beechfield Manor Nursing Home Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Beechfield Stables Limited,0,0,0,0,3,3,1,3.0,2-5 permits
Beechlands Dairy Ltd,0,1,0,0,0,1,1,1.0,1 permit
BEECHLEA BLOODSTOCK LTD,0,0,0,0,1,1,1,1.0,1 permit
Beechwood House Nursing Home Limited,0,0,0,0,1,1,1,1.0,1 permit
Bega Catering Limited,0,0,0,1,0,1,1,1.0,1 permit
Behaviour Detectives Limited,0,0,1,0,0,1,1,1.0,1 permit
Beka Fresh Bakery Limited,1,0,0,0,0,1,1,1.0,1 permit
Bell Associates,0,0,1,0,0,1,1,1.0,1 permit
Bell Pepper Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
Bella Italia Ltd,0,2,1,0,0,3,2,1.5,2-5 permits
Belline Equestrian Limited,0,0,0,0,1,1,1,1.0,1 permit
Bello Dental Limited,1,0,0,0,0,1,1,1.0,1 permit
Bell's Kitchen Limted,0,0,0,0,1,1,1,1.0,1 permit
Bellurgan Precision Engineering Ltd,0,0,2,0,0,2,1,2.0,2-5 permits
Bellview Clinic Partnership,0,1,0,0,0,1,1,1.0,1 permit
Belmont Care Limited,0,1,1,1,1,4,4,1.0,2-5 permits
Belmont Plant & Equipment Ltd,0,0,1,0,0,1,1,1.0,1 permit
Belvedere Leisure Company Limited,0,0,1,0,0,1,1,1.0,1 permit
Beniska Enterprises Ltd,2,0,0,0,0,2,1,2.0,2-5 permits
Benjamin Food Solution Limited,0,1,0,0,0,1,1,1.0,1 permit
Bennett ( Construction) LTD,1,0,0,0,0,1,1,1.0,1 permit
Benova E-Commerce Limited,0,0,0,0,1,1,1,1.0,1 permit
Benttho & Co Barbershop Limited,0,0,0,0,1,1,1,1.0,1 permit
Beresford Personnel Ltd,0,1,0,0,0,1,1,1.0,1 permit
Bernard Kavanagh & Sons (Dublin) Limited,0,0,3,1,0,4,2,2.0,2-5 permits
Bernard Kavanagh and Sons Limited,2,1,1,0,0,4,3,1.3,2-5 permits
Bespoke Spraying Solutions Limited,0,1,0,0,0,1,1,1.0,1 permit
Best Motor Workshop Limited,1,0,0,0,0,1,1,1.0,1 permit
Beton Construction Services Ltd,0,0,2,1,0,3,2,1.5,2-5 permits
Bettec Engineering Services,1,0,0,0,0,1,1,1.0,1 permit
Better Stay IE Limited,0,1,0,0,0,1,1,1.0,1 permit
BFL Farms Ltd,0,0,1,0,0,1,1,1.0,1 permit
BGH Ltd,0,0,0,1,0,1,1,1.0,1 permit
BHA Construction Limited,0,0,1,0,0,1,1,1.0,1 permit
BHD Restaurant Limited,0,0,0,1,0,1,1,1.0,1 permit
BHP Laboratories Limited,1,0,0,0,0,1,1,1.0,1 permit
Bia Energy,0,0,0,2,1,3,2,1.5,2-5 permits
Bia Ganbreise Teoranta,1,0,0,0,0,1,1,1.0,1 permit
Bia Star Ltd,0,0,0,0,1,1,1,1.0,1 permit
Bibi's Restaurant Limited,0,0,0,1,0,1,1,1.0,1 permit
Big Bowl Pho Limited,1,0,0,0,0,1,1,1.0,1 permit
Bigger Stage Limited,0,0,0,8,18,26,2,13.0,21-100 permits
Bilingual Early Learning Childcare Limited,0,0,0,2,0,2,1,2.0,2-5 permits
BIMED Healthcare Limited,0,0,0,0,1,1,1,1.0,1 permit
Bincorey Limited,0,0,1,0,0,1,1,1.0,1 permit
Biostor Ireland Ltd,0,0,0,0,1,1,1,1.0,1 permit
Birds Eye Ireland Limited,0,0,0,1,0,1,1,1.0,1 permit
BISHNUMAYA LIMITED,0,1,0,0,0,1,1,1.0,1 permit
Bishopscourt Nursing Home Limited,0,1,1,1,0,3,3,1.0,2-5 permits
Bishopsisland Plant Hire and Groundworks Ltd,0,0,0,2,0,2,1,2.0,2-5 permits
BITE LEDGER CONSULTANCY LIMITED,0,0,0,1,0,1,1,1.0,1 permit
Bits South East Limited,1,0,0,0,0,1,1,1.0,1 permit
Bizbee Repairs Limited,0,0,0,1,0,1,1,1.0,1 permit
Black Shamrock Limited,1,0,0,0,0,1,1,1.0,1 permit
Blackbeard Barbershop Limited,0,1,0,0,0,1,1,1.0,1 permit
Blackbull Farms Limited,0,0,1,0,0,1,1,1.0,1 permit
Blackden Limited,4,1,19,3,3,30,5,6.0,21-100 permits
Blackfern Taverns Ltd,1,0,0,0,0,1,1,1.0,1 permit
Blackhall Properties Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Blackhive Solutions Limited,0,0,0,0,1,1,1,1.0,1 permit
Blacklion Produce Limited,0,3,1,0,2,6,3,2.0,6-20 permits
Blackpitts Hospitality Ltd,0,0,1,1,0,2,2,1.0,2-5 permits
Blackrock Clinic Unlimited Company,4,5,6,3,4,22,5,4.4,21-100 permits
Blackrocks Nursing Home Limited,0,1,0,2,0,3,2,1.5,2-5 permits
Blackwater Mechanical & Fabrication Services Limited,0,0,0,1,0,1,1,1.0,1 permit
Blarney Nursing & Retirement Home Limited,0,0,1,0,0,1,1,1.0,1 permit
Blarney Woollen Mills Limited,0,0,0,1,0,1,1,1.0,1 permit
Blazar Systems Limited,0,0,0,1,0,1,1,1.0,1 permit
Blaze Rapid Slice Limited,0,1,0,0,0,1,1,1.0,1 permit
Blenders Unlimited Company,0,0,1,0,0,1,1,1.0,1 permit
Blessington Stone + Concrete Plant Hire Ltd,0,0,0,0,1,1,1,1.0,1 permit
BlessUpIreland Limited,1,0,0,0,0,1,1,1.0,1 permit
Blissbouncesocks Limited,1,0,0,0,1,2,2,1.0,2-5 permits
Bloomberg Data Management Services Limited,3,3,3,3,2,14,5,2.8,6-20 permits
Bloomfield Hospital,1,3,0,2,0,6,3,2.0,6-20 permits
Blue Poppy Visage Limited,0,0,0,1,0,1,1,1.0,1 permit
Blue Print Autos Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Bluebird Care Dublin South Limited,1,0,2,1,1,5,4,1.2,2-5 permits
Bluechips Limited,0,0,0,1,1,2,2,1.0,2-5 permits
Blueline Coaches Limited,0,0,0,1,0,1,1,1.0,1 permit
Bluemorix Project Limited,0,0,0,0,1,1,1,1.0,1 permit
Bluesea Creative Limited,1,0,0,0,0,1,1,1.0,1 permit
Bluetooth Productions DAC,0,0,0,0,1,1,1,1.0,1 permit
BMCC Energy Limited,0,1,1,0,0,2,2,1.0,2-5 permits
Bmi Trailer Engineering Limited,0,0,0,0,3,3,1,3.0,2-5 permits
"BNP Paribas, Dublin Branch",0,0,0,0,1,1,1,1.0,1 permit
BNY Mellon Fund Services (Ireland) Designated Activity Company,6,2,4,2,6,20,5,4.0,6-20 permits
Bo and Wei Limited,0,0,0,0,1,1,1,1.0,1 permit
Bo Bro Ltd,0,0,0,1,0,1,1,1.0,1 permit
BOC Aviation (Ireland) Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Bocomm Aviation Leasing Ireland Company Limited,1,0,0,0,0,1,1,1.0,1 permit
Body Life Clinic Cavan Limited,0,1,0,0,0,1,1,1.0,1 permit
Bodytonic Music Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Boeing Ireland Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Boeuf Burger Limited,0,0,0,1,0,1,1,1.0,1 permit
Boexperess Limited,0,1,0,0,1,2,2,1.0,2-5 permits
Bollywood Bar Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Bollywood Temple Restaurant Limited,0,1,0,0,1,2,2,1.0,2-5 permits
Bolt Security Services Limited,0,0,0,1,0,1,1,1.0,1 permit
Bon Secours Health System CLG,0,2,1,3,11,17,4,4.2,6-20 permits
Bon Secours Health System Company Limited by Guarantee,2,5,5,7,2,21,5,4.2,21-100 permits
Bon Secours Health Systems,1,1,4,0,5,11,4,2.8,6-20 permits
Bonamy Limited,0,0,1,0,0,1,1,1.0,1 permit
Bond Freeze Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Bonway C L I Limited,0,1,0,0,0,1,1,1.0,1 permit
Boogran Limited,0,1,0,0,0,1,1,1.0,1 permit
BookieBase Limited,0,0,0,0,1,1,1,1.0,1 permit
Boran Packaging Limited,1,1,1,1,1,5,5,1.0,2-5 permits
Bord Gáis Energy,2,0,1,0,0,3,2,1.5,2-5 permits
Borinot Limited,1,0,0,0,0,1,1,1.0,1 permit
Borrigon Takeaway Limited,0,1,0,0,0,1,1,1.0,1 permit
Borris Lodge Nursing Home Ltd,0,0,1,1,1,3,3,1.0,2-5 permits
Boss Catering Limited,0,1,0,0,1,2,2,1.0,2-5 permits
Boston Scientific Cork,1,0,3,1,2,7,4,1.8,6-20 permits
Boston Scientific Ireland Limited,2,2,5,1,0,10,4,2.5,6-20 permits
Boston Scientific Limited,1,1,0,1,0,3,3,1.0,2-5 permits
Botanic Food Company Limited,0,0,0,0,1,1,1,1.0,1 permit
Botanical Flavourings LTD,0,1,0,0,0,1,1,1.0,1 permit
Boulder Media Ltd,0,0,2,2,0,4,2,2.0,2-5 permits
Bovinity Restaurant Limited,1,0,0,0,0,1,1,1.0,1 permit
Bowdale Limited,0,0,1,0,0,1,1,1.0,1 permit
BOWTOKYO LIMITED,0,0,1,0,0,1,1,1.0,1 permit
Boydano Limited,0,0,0,1,0,1,1,1.0,1 permit
Brackhill Holdings Limited,0,0,2,0,0,2,1,2.0,2-5 permits
Bradcon Catering Ltd,0,0,0,1,0,1,1,1.0,1 permit
Brampton Care Ltd,5,1,1,0,0,7,3,2.3,6-20 permits
Branch Healthcare Limited,0,0,1,0,0,1,1,1.0,1 permit
Brandon House Hotel Limited,0,0,1,0,0,1,1,1.0,1 permit
Brasa Steak House Limited,0,0,0,0,1,1,1,1.0,1 permit
Brass Fox Wicklow Limited,1,0,0,0,0,1,1,1.0,1 permit
Brazil & Co. (Steel) Limited,0,3,0,6,1,10,3,3.3,6-20 permits
Brazilian Coffee House Limited,1,0,0,0,0,1,1,1.0,1 permit
Bread Nation Ltd,1,0,0,0,0,1,1,1.0,1 permit
Brecom Stores Limited,0,0,0,1,0,1,1,1.0,1 permit
Breda Gavin Limited,0,0,0,1,0,1,1,1.0,1 permit
Breedon Employee Services Ireland Ltd,1,0,0,0,0,1,1,1.0,1 permit
Breffni Career Solutions Limited,3,7,0,0,0,10,2,5.0,6-20 permits
Breffni Insulations Limited,0,0,0,1,0,1,1,1.0,1 permit
Brehon Care ULC,3,5,3,0,4,15,4,3.8,6-20 permits
Brelon Builders Limited,0,0,0,1,0,1,1,1.0,1 permit
Brenda O'Brien,1,0,2,1,0,4,3,1.3,2-5 permits
Brendan Buggy Steel Fabrication Ltd,0,1,0,1,0,2,2,1.0,2-5 permits
Brendan Gallagher Fitted Furniture Limited,0,6,3,0,0,9,2,4.5,6-20 permits
Brendan James & Marian Healy,1,0,0,0,0,1,1,1.0,1 permit
Brendan Meehan Controls (Manufacturing) Limited,1,0,0,2,1,4,3,1.3,2-5 permits
Brendan Murphy Electrical,1,0,0,0,0,1,1,1.0,1 permit
Brennan Furniture Sales Ltd,0,1,0,0,1,2,2,1.0,2-5 permits
Brewdog Ireland Limited,0,2,1,0,0,3,2,1.5,2-5 permits
Brewery Chemical & Dairy Engineering Limited,0,0,0,0,1,1,1,1.0,1 permit
Brian Caffrey International Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Brian Comyns,0,0,0,0,1,1,1,1.0,1 permit
Brian Coyle Drumlood Contracts Limited,0,0,0,0,1,1,1,1.0,1 permit
Brian Noone Ltd,0,0,1,0,0,1,1,1.0,1 permit
Brian O'Neill Electrical Services Ltd.,0,1,0,0,0,1,1,1.0,1 permit
BRIDGELAKE VENTURES LTD,0,0,1,0,0,1,1,1.0,1 permit
Bridgelynn Limited,0,0,0,3,0,3,1,3.0,2-5 permits
Bridgewater Homes Limited,0,0,0,0,1,1,1,1.0,1 permit
Bridhaven Nursing Home Limited,0,2,2,3,0,7,3,2.3,6-20 permits
Bright Beginnings Limited,0,0,1,0,0,1,1,1.0,1 permit
Bright Minds Childcare and Montessori School Limited,0,0,1,0,0,1,1,1.0,1 permit
Brightpath Consulting Limited,0,0,0,1,0,1,1,1.0,1 permit
Brightrock Foods Ltd,0,0,0,1,0,1,1,1.0,1 permit
Brindley Healthcare Services Limited (Manor),5,4,1,2,1,13,5,2.6,6-20 permits
Bringo Limited,0,0,1,0,0,1,1,1.0,1 permit
Britvic Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Brivant Limited,0,0,0,0,1,1,1,1.0,1 permit
BrMarketing,0,0,1,0,0,1,1,1.0,1 permit
Broadcast Technical Services Limited,1,0,0,0,0,1,1,1.0,1 permit
Broadridge Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Brodeen Fabrications Ltd,0,1,0,0,0,1,1,1.0,1 permit
Brodericks Food Equipment South Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Brondsway Ltd,0,0,0,0,1,1,1,1.0,1 permit
Brookfield Care Centre Limited,2,2,1,0,1,6,4,1.5,6-20 permits
Brookhaven Nursing Home Limited,2,0,2,1,2,7,4,1.8,6-20 permits
Brooklodge Nursing Home Limited,1,0,2,2,0,5,3,1.7,2-5 permits
Brooklyn Bars Limited,1,1,0,1,0,3,3,1.0,2-5 permits
Brophy Produce LTD,1,0,0,0,0,1,1,1.0,1 permit
Brothar Entertainment Limited,0,0,0,0,1,1,1,1.0,1 permit
Brother Cuisine Limited,1,0,0,0,0,1,1,1.0,1 permit
Brothers of Charity Services Ireland,0,0,0,0,1,1,1,1.0,1 permit
Brothers of Charity Services Ireland – Southern Region,0,0,1,0,0,1,1,1.0,1 permit
Brown Bag Films Unlimited Company,1,0,0,0,0,1,1,1.0,1 permit
Brown Thomas Arnotts Limited,0,0,0,1,0,1,1,1.0,1 permit
BrowserStack Limited,0,0,1,0,0,1,1,1.0,1 permit
Brulor Limited,0,0,0,1,0,1,1,1.0,1 permit
Bruscar Bhearna Teoranta,2,1,0,2,0,5,3,1.7,2-5 permits
BS Dental Limited,0,0,0,0,1,1,1,1.0,1 permit
BSCC Limited,0,0,0,1,0,1,1,1.0,1 permit
Buddha Lounge & Restaurant Ltd,1,1,0,2,0,4,3,1.3,2-5 permits
Budlite Healthcare Limited,3,1,2,2,1,9,5,1.8,6-20 permits
Bull and Beak Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Bun and Bowl Limited,0,0,1,1,1,3,3,1.0,2-5 permits
Bunclody Engineering Company Limited,0,0,1,0,0,1,1,1.0,1 permit
Buncrana Foodies Limited,0,0,0,1,1,2,2,1.0,2-5 permits
Bunratty Community Childcare Centre Company Limited By Guarantee,1,0,0,0,0,1,1,1.0,1 permit
Burger Chick Cork Limited,0,0,1,0,0,1,1,1.0,1 permit
Burgerchick Castletroy Limited,1,0,0,0,0,1,1,1.0,1 permit
Burgoyne Plumbing & Heating Limited,0,1,0,0,0,1,1,1.0,1 permit
BURREN PRECAST CONCRETE (IRL) LIMITED,0,1,0,0,0,1,1,1.0,1 permit
Bus Átha Cliath - Dublin Bus,0,31,67,5,0,103,3,34.3,100+ permits
Bus Éireann - Irish Bus,3,3,19,0,29,54,4,13.5,21-100 permits
Bushfield Nursing Home Limited,3,0,1,3,0,7,3,2.3,6-20 permits
Bushmount Farm Ltd,1,0,0,0,0,1,1,1.0,1 permit
Bushmount Nursing Home Limited,3,0,3,0,0,6,2,3.0,6-20 permits
Bushypark Stables Limited,1,0,0,0,0,1,1,1.0,1 permit
Butler Cammoranesi Architects Limited,0,0,1,0,0,1,1,1.0,1 permit
Butterfly Care Limited,0,1,1,0,0,2,2,1.0,2-5 permits
Buy Wise Discount Store Limited,0,1,0,0,0,1,1,1.0,1 permit
Buzz Hospitality Limited,1,0,0,0,0,1,1,1.0,1 permit
BWG Foods Unlimited Company,0,0,0,1,0,1,1,1.0,1 permit
Byrne Mech Ltd,0,2,1,3,4,10,4,2.5,6-20 permits
Byrne O'Byrne Accounting And Tax Advisors Limited,0,0,0,0,1,1,1,1.0,1 permit
BYTO S1 Productions Designated Activity Company,0,0,0,0,1,1,1,1.0,1 permit
C & L RESTAURANT LIMITED,0,0,1,0,0,1,1,1.0,1 permit
C N Higgins Construction Ltd,1,0,0,0,0,1,1,1.0,1 permit
C Sullivan Stone Limited,5,1,0,0,0,6,2,3.0,6-20 permits
C Thomas Machinery Limited,0,0,0,1,0,1,1,1.0,1 permit
C&C Executive Travel Limited,0,0,0,0,1,1,1,1.0,1 permit
C&S Repair & Maintenance Ltd,0,0,0,0,1,1,1,1.0,1 permit
C.E.L PROPERTY INVESTMENT COMPANY LIMITED,1,0,0,0,0,1,1,1.0,1 permit
C.I.D. Scaff Right Limited,1,0,0,0,0,1,1,1.0,1 permit
C.J. Sheeran Limited,0,0,1,0,0,1,1,1.0,1 permit
C.J.K. Electrical,0,0,1,0,0,1,1,1.0,1 permit
C.U.G.R HEALTH LIMITED,0,0,0,1,0,1,1,1.0,1 permit
C2K Slipform Kerbing Limited,2,1,0,0,0,3,2,1.5,2-5 permits
Cabinteely Senior Football Club Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Cadence Design Systems (Ireland) Limited,0,0,2,0,1,3,2,1.5,2-5 permits
Cafe Presse Ltd,0,2,0,0,0,2,1,2.0,2-5 permits
Cafico Corporate Services Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Caher Bakery Limited,0,1,0,0,0,1,1,1.0,1 permit
Cahercalla Community Hospital,1,0,0,11,2,14,3,4.7,6-20 permits
Cahereen Residential Care Limited,0,1,0,0,0,1,1,1.0,1 permit
Cairn Homes Construction Ltd,0,0,0,0,1,1,1,1.0,1 permit
Caiseal Geal Teoranta,0,2,2,0,1,5,3,1.7,2-5 permits
Calgary Trading Company Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Callinan Coaches Limited,1,1,1,21,5,29,5,5.8,21-100 permits
Calnan Engineering Limited,0,1,0,0,0,1,1,1.0,1 permit
Cambio Investments Limited,0,0,0,1,0,1,1,1.0,1 permit
Campbell Catering Limited,0,0,1,0,0,1,1,1.0,1 permit
Camphill Communities of Ireland,1,0,0,0,1,2,2,1.0,2-5 permits
Canada Life Group Services Ltd,0,0,1,1,0,2,2,1.0,2-5 permits
Canbe Limited,1,0,0,0,0,1,1,1.0,1 permit
Candela Healthcare Ltd,0,0,3,3,0,6,2,3.0,6-20 permits
Cannakill Farm Limited,1,0,0,0,0,1,1,1.0,1 permit
Canto DAM Ireland Limited,0,0,0,1,0,1,1,1.0,1 permit
Canton House Chinese Take Away,0,0,0,0,1,1,1,1.0,1 permit
Capethorne Developments Ltd.,0,0,0,1,0,1,1,1.0,1 permit
Capgemini Ireland Limited,3,3,1,6,1,14,5,2.8,6-20 permits
Capital Care Moate Limited,0,1,0,0,0,1,1,1.0,1 permit
Capital Care Zahidbarakatli,0,0,0,0,1,1,1,1.0,1 permit
Capital Switchgear Limited,0,0,0,1,0,1,1,1.0,1 permit
Capper Trading Ireland Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Capstone It Consulting Limited,0,1,0,0,0,1,1,1.0,1 permit
Cara Partners,1,0,0,0,0,1,1,1.0,1 permit
Caraden Construction Limited,0,1,0,0,0,1,1,1.0,1 permit
Caragh Tool & Die Ltd,0,1,0,0,0,1,1,1.0,1 permit
